"product_id","avg_price_elasticity"
"bed1","-14.78041502300114361759"
"bed2","-6.26505074613599322624"
"bed3","-24.28132387706855792308"
"bed4","-77.83749999999999999218"
"bed5","-132.87500000000000000235"
"computers1","1.32673720517109477317"
"computers2","-0.73686037918369870276"
"computers3","-20.87297208565815972317"
"computers4","-19.98674500335574382850"
"computers5","-0.59094125973106864827"
"computers6","-661.55993404400659657955"
"consoles1","-5.42256601158579098294"
"consoles2","133.82353098615918798981"
"cool1","11.56107032152201948118"
"cool2","0.00000000000000000000"
"cool3","0.00000000000000000000"
"cool4","19.70212414387454326250"
"cool5","2.51818107533910769741"
"furniture1","-14.11764705882352941123"
"furniture2","-5.17162032598274209009"
"furniture3","-0.72124451006831195404"
"furniture4","0.00000000000000000000"
"garden1","-1468.752545277719429792208000"
"garden10","-6.38466122305969715300"
"garden2","13.33988890760138893526"
"garden3","2202.731890104818360703176886"
"garden4","3.17545454545454545448"
"garden5","-64.43987539193194525081"
"garden6","0.82199883293774944546"
"garden7","-9.88146258503401360566"
"garden8","-264.60056116722783402009"
"garden9","-4.77816087725057450707"
"health10","-3.53956047549063100054"
"health2","38.99999999999999998830"
"health3","0.00000000000000000000"
"health5","49.63120567375886525122"
"health6","0.00000000000000000000"
"health7","-83.27442352785624794014"
"health8","-0.02641677642499393929"
"health9","-31.98666678474244843854"
"perfumery1","1.57576138147566719003"
"perfumery2","34.792304744737663827573636"
"watches1","-2.58818549737894459340"
"watches2","-5.59869793402075567804"
"watches3","-873.59999301120005679099"
"watches4","0.00000000000000000000"
"watches5","-0.56333409532328927269"
"watches6","-77.18379770048651451970"
"watches7","55.97354759453189252037"
"watches8","-5.97411408382337888707"
